('952960900750815232', '871133532810125312')
('53194436', '871133532810125312')
('954871424686190592', '871133532810125312')
('120268659', '871133532810125312')
('951301452', '871133532810125312')
('1021291464', '871133532810125312')
('435126845', '871133532810125312')
('37404996', '871133532810125312')
('50404177', '871133532810125312')
('3904403596', '871133532810125312')
('293590009', '871133532810125312')
('438051819', '871133532810125312')
('229140689', '871133532810125312')
('381286275', '871133532810125312')
('946129242856873984', '871133532810125312')
('3090778298', '871133532810125312')
('532560080', '871133532810125312')
('557626454', '871133532810125312')
('919520150851813376', '871133532810125312')
('472503966', '871133532810125312')
('952932233563836420', '871133532810125312')
('1467721214', '871133532810125312')
('90044119', '871133532810125312')
('28553274', '871133532810125312')
('2429777770', '871133532810125312')
('891575879666683904', '871133532810125312')
('772743793196077057', '871133532810125312')
('924051705083330560', '871133532810125312')
('3292051828', '871133532810125312')
('4859045997', '871133532810125312')
('989053890', '871133532810125312')
('3313865923', '871133532810125312')
('2477584448', '871133532810125312')
('786645901762789376', '871133532810125312')
('33491581', '871133532810125312')
('35769730', '871133532810125312')
('36651333', '871133532810125312')
('830490742476910592', '871133532810125312')
('2453812292', '871133532810125312')
('69291540', '871133532810125312')
('178541429', '871133532810125312')
('237896750', '871133532810125312')
('632300901', '871133532810125312')
('909630826354282496', '871133532810125312')
('154405407', '871133532810125312')
('914516114973085697', '871133532810125312')
('2288297244', '871133532810125312')
('246106381', '871133532810125312')
('208633499', '871133532810125312')
('713063601171472384', '871133532810125312')
('3036816728', '871133532810125312')
('2843858249', '871133532810125312')
('245909273', '871133532810125312')
('4120381769', '871133532810125312')
('49157045', '871133532810125312')
('94644746', '871133532810125312')
('882311846', '871133532810125312')
('4035241725', '871133532810125312')
('39356847', '871133532810125312')
('2361135805', '871133532810125312')
('839873054473867265', '871133532810125312')
('1394715458', '871133532810125312')
('2419365474', '871133532810125312')
('3226496056', '871133532810125312')
('862239456', '871133532810125312')
('937723969981083652', '871133532810125312')
('828953147427143681', '871133532810125312')
('826395887907827714', '871133532810125312')
('3237537574', '871133532810125312')
('74610911', '871133532810125312')
('22013738', '871133532810125312')
('735989530218663937', '871133532810125312')
('2558019780', '871133532810125312')
('145871238', '871133532810125312')
('256037712', '871133532810125312')
('204137991', '871133532810125312')
('517485914', '871133532810125312')
('251840354', '871133532810125312')
('1107751447', '871133532810125312')
('1564004666', '871133532810125312')
('39968615', '871133532810125312')
('32511442', '871133532810125312')
('634868834', '871133532810125312')
('842865542553894913', '871133532810125312')
('179089069', '871133532810125312')
('873229361259872257', '871133532810125312')
('3131877717', '871133532810125312')
('52617312', '871133532810125312')
('863415055165083648', '871133532810125312')
('721733406023880704', '871133532810125312')
('3398039926', '871133532810125312')
('2722294315', '871133532810125312')
('152014042', '871133532810125312')
('432984757', '871133532810125312')
('56138718', '871133532810125312')
('2425356544', '871133532810125312')
('1932753186', '871133532810125312')
('779297327571935232', '871133532810125312')
('1872387283', '871133532810125312')
('897584042681487360', '871133532810125312')
('731653316229382144', '871133532810125312')
('1268433235', '871133532810125312')
('260299440', '871133532810125312')
('1526212944', '871133532810125312')
('2691155202', '871133532810125312')
('917511089667133441', '871133532810125312')
('855381030634762240', '871133532810125312')
('37068520', '871133532810125312')
('2198316759', '871133532810125312')
('77081151', '871133532810125312')
('84579114', '871133532810125312')
('35874136', '871133532810125312')
('794116826791821312', '871133532810125312')
('2535739595', '871133532810125312')
('945068359489609728', '871133532810125312')
('2553474978', '871133532810125312')
('347883923', '871133532810125312')
('904407652448563201', '871133532810125312')
('710489446454525952', '871133532810125312')
('966351738', '871133532810125312')
('809796666190659584', '871133532810125312')
('741651540239392768', '871133532810125312')
('905855633056034822', '871133532810125312')
('818965247759368193', '871133532810125312')
('261937064', '871133532810125312')
('213001994', '871133532810125312')
('146650758', '871133532810125312')
('210472524', '871133532810125312')
('3341368401', '871133532810125312')
('1017535224', '871133532810125312')
('296529635', '871133532810125312')
('911693308308705280', '871133532810125312')
('2389851791', '871133532810125312')
('2981447386', '871133532810125312')
('129986881', '871133532810125312')
('2996779787', '871133532810125312')
('989783102', '871133532810125312')
('321646258', '871133532810125312')
('355216744', '871133532810125312')
('89311291', '871133532810125312')
('912132396', '871133532810125312')
('38687577', '871133532810125312')
('372916807', '871133532810125312')
('76167907', '871133532810125312')
('1536414565', '871133532810125312')
('71387698', '871133532810125312')
('48763829', '871133532810125312')
('3621963496', '871133532810125312')
('2253860402', '871133532810125312')
('799657939925696512', '871133532810125312')
('55369936', '871133532810125312')
('950264587', '871133532810125312')
('2830538282', '871133532810125312')
('120214418', '871133532810125312')
('867377870020239360', '871133532810125312')
('1918729770', '871133532810125312')
('4715044469', '871133532810125312')
('2382662035', '871133532810125312')
('783906881194561536', '871133532810125312')
('2207290716', '871133532810125312')
('49088725', '871133532810125312')
('155674026', '871133532810125312')
('61895530', '871133532810125312')
('285702623', '871133532810125312')
('363424822', '871133532810125312')
('56711783', '871133532810125312')
('4690230878', '871133532810125312')
('39088398', '871133532810125312')
('806665091085172736', '871133532810125312')
('41653120', '871133532810125312')
('103701360', '871133532810125312')
('146878533', '871133532810125312')
('98369664', '871133532810125312')
('897975808643538945', '871133532810125312')
('770042297757073408', '871133532810125312')
('38174907', '871133532810125312')
('54539104', '871133532810125312')
('955194063040413697', '871133532810125312')
('785876625128775680', '871133532810125312')
('233051569', '871133532810125312')
('2847583571', '871133532810125312')
('1681292484', '871133532810125312')
('3981703534', '871133532810125312')
('294890654', '871133532810125312')
('157836806', '871133532810125312')
('736330648516976644', '871133532810125312')
('343347802', '871133532810125312')
('825816416012075009', '871133532810125312')
('1370980520', '871133532810125312')
('2236181240', '871133532810125312')
('2867228371', '871133532810125312')
('39443567', '871133532810125312')
('17752026', '871133532810125312')
('92809968', '871133532810125312')
('955710593515868160', '871133532810125312')
('2741238362', '871133532810125312')
('194231522', '871133532810125312')
('861779847672188928', '871133532810125312')
('245195894', '871133532810125312')
('245909345', '871133532810125312')
('756232665695592448', '871133532810125312')
('72694672', '871133532810125312')
('230011807', '871133532810125312')
('216180778', '871133532810125312')
('2181258223', '871133532810125312')
('740528620410699776', '871133532810125312')
('3237527045', '871133532810125312')
('253713018', '871133532810125312')
('953685899908468736', '871133532810125312')
('905818984431443968', '871133532810125312')
('52103454', '871133532810125312')
('108781133', '871133532810125312')
('1564585927', '871133532810125312')
('2395442294', '871133532810125312')
('496651593', '871133532810125312')
('3386541736', '871133532810125312')
('91443022', '871133532810125312')
('4046397623', '871133532810125312')
('908378137091854336', '871133532810125312')
('295969845', '871133532810125312')
('922201660344229889', '871133532810125312')
('268349610', '871133532810125312')
('936181886665314305', '871133532810125312')
('425770200', '871133532810125312')
('26230908', '871133532810125312')
('2968564683', '871133532810125312')
('37210609', '871133532810125312')
('80976032', '871133532810125312')
('897909883772829698', '871133532810125312')
('324565241', '871133532810125312')
('178233855', '871133532810125312')
('2610385830', '871133532810125312')
('70768082', '871133532810125312')
('281451881', '871133532810125312')
('3189064036', '871133532810125312')
('143606791', '871133532810125312')
('804350282180231168', '871133532810125312')
('230037802', '871133532810125312')
('939194965942525958', '871133532810125312')
('778566621812121600', '871133532810125312')
('453673161', '871133532810125312')
('85878737', '871133532810125312')
('785897967962251264', '871133532810125312')
('3045124835', '871133532810125312')
('3373153996', '871133532810125312')
('79773761', '871133532810125312')
('46881744', '871133532810125312')
('939109725647622144', '871133532810125312')
('83418707', '871133532810125312')
('1909652486', '871133532810125312')
('2824350778', '871133532810125312')
('195311282', '871133532810125312')
('47716910', '871133532810125312')
('463346583', '871133532810125312')
('2389586608', '871133532810125312')
('42262027', '871133532810125312')
('2647845187', '871133532810125312')
('122449640', '871133532810125312')
('886243653630480386', '871133532810125312')
('3431752145', '871133532810125312')
('39324634', '871133532810125312')
('239534258', '871133532810125312')
('413214772', '871133532810125312')
('736791252906172416', '871133532810125312')
('51284162', '871133532810125312')
('830457014279106562', '871133532810125312')
('82745385', '871133532810125312')
('917393195423752193', '871133532810125312')
('52822790', '871133532810125312')
('794935284', '871133532810125312')
('126057307', '871133532810125312')
('891390590172246016', '871133532810125312')
('2871498080', '871133532810125312')
('2780766058', '871133532810125312')
('126330759', '871133532810125312')
('434600334', '871133532810125312')
('147745858', '871133532810125312')
('401026755', '871133532810125312')
('314907095', '871133532810125312')
('797955450813710336', '871133532810125312')
('187951820', '871133532810125312')
('864242722080796672', '871133532810125312')
('50387310', '871133532810125312')
('937154070258831361', '871133532810125312')
('262841156', '871133532810125312')
('2833074514', '871133532810125312')
('711586311589728256', '871133532810125312')
('52754696', '871133532810125312')
('119066497', '871133532810125312')
('2831006182', '871133532810125312')
('247863421', '871133532810125312')
('862859106062827521', '871133532810125312')
('867494036575268864', '871133532810125312')
('836324932724338689', '871133532810125312')
('758285530702417920', '871133532810125312')
('173321244', '871133532810125312')
('375038870', '871133532810125312')
('96011089', '871133532810125312')
('41884418', '871133532810125312')
('2727480426', '871133532810125312')
('725723860864262144', '871133532810125312')
('228873265', '871133532810125312')
('22216860', '871133532810125312')
('14928760', '871133532810125312')
('179266712', '871133532810125312')
('770738084417773568', '871133532810125312')
('3082121914', '871133532810125312')
('767187466793127936', '871133532810125312')
('3227323277', '871133532810125312')
('2316361412', '871133532810125312')
('339298545', '871133532810125312')
('52052587', '871133532810125312')
('933939259068862464', '871133532810125312')
('384196946', '871133532810125312')
('811307935', '871133532810125312')
('64587629', '871133532810125312')
('91119538', '871133532810125312')
('3378106463', '871133532810125312')
('54795002', '871133532810125312')
('850060550201647104', '871133532810125312')
('3376109482', '871133532810125312')
('332535736', '871133532810125312')
('72256690', '871133532810125312')
('894581952791138306', '871133532810125312')
('196773129', '871133532810125312')
('3388035453', '871133532810125312')
('428484459', '871133532810125312')
('103426442', '871133532810125312')
